STATE/UT,YEAR,CRIME HEAD,Male 16-18 years,Female 16-18 years,Total 16-18 years,Male 18-30 years,Female 18-30 years,Total 18-30 years,Male 30-50 years,Female 30-50 years,Total 30-50 years,Male Above 50 years,Female Above 50 years,Total Above 50 years,Total Male,Total Female,Grand Total
ANDHRA PRADESH,2007,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,37,0,37,83,2,85,8,0,8,128,2,130
ANDHRA PRADESH,2007,OTHER IPC CRIMES,0,0,0,83,4,87,97,0,97,30,0,30,210,4,214
ANDHRA PRADESH,2007,TOTAL IPC,0,0,0,1812,61,1873,2575,114,2689,534,44,578,4921,219,5140
ANDHRA PRADESH,2008,MURDER,0,0,0,912,25,937,1854,89,1943,414,24,438,3180,138,3318
ANDHRA PRADESH,2008,ATTEMPT TO COMMIT MURDER,0,0,0,50,2,52,57,1,58,10,0,10,117,3,120
ANDHRA PRADESH,2008,C.H. NOT AMOUNTING TO MURDER,0,0,0,50,1,51,45,6,51,6,3,9,101,10,111
ANDHRA PRADESH,2008,RAPE,0,0,0,82,0,82,70,0,70,18,1,19,170,1,171
ANDHRA PRADESH,2008,KIDNAPPING AND ABDUCTION,0,0,0,15,1,16,11,4,15,0,1,1,26,6,32
ANDHRA PRADESH,2008,DACOITY,0,0,0,74,0,74,37,0,37,9,0,9,120,0,120
ANDHRA PRADESH,2008,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,2,0,2,6,0,6,0,0,0,8,0,8
ANDHRA PRADESH,2008,ROBBERY,0,0,0,30,1,31,49,1,50,13,0,13,92,2,94
ANDHRA PRADESH,2008,BURGLARY,0,0,0,18,0,18,24,0,24,5,0,5,47,0,47
ANDHRA PRADESH,2008,THEFTS,0,0,0,188,3,191,176,5,181,8,0,8,372,8,380
ANDHRA PRADESH,2008,EXTORTION,0,0,0,4,0,4,5,1,6,0,0,0,9,1,10
ANDHRA PRADESH,2008,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2008,ARSON,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
ANDHRA PRADESH,2008,CRIMINAL BREACH OF TRUST,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
ANDHRA PRADESH,2008,CHEATING,0,0,0,14,0,14,19,0,19,3,0,3,36,0,36
ANDHRA PRADESH,2008,COUNTER FEITING,0,0,0,4,0,4,6,1,7,0,0,0,10,1,11
ANDHRA PRADESH,2008,DOWRY DEATHS,0,0,0,37,1,38,39,19,58,8,0,8,84,20,104
ANDHRA PRADESH,2008,MOLESTATION,0,0,0,18,2,20,17,0,17,2,0,2,37,2,39
ANDHRA PRADESH,2008,EVE-TEASING,0,0,0,2,0,2,0,0,0,1,0,1,3,0,3
ANDHRA PRADESH,2008,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,38,0,38,53,3,56,0,2,2,91,5,96
ANDHRA PRADESH,2008,OTHER IPC CRIMES,0,0,0,53,0,53,71,6,77,20,1,21,144,7,151
ANDHRA PRADESH,2008,TOTAL IPC,0,0,0,1596,36,1632,2539,136,2675,517,32,549,4652,204,4856
ANDHRA PRADESH,2009,MURDER,0,0,0,785,52,837,1415,55,1470,199,18,217,2399,125,2524
ANDHRA PRADESH,2009,ATTEMPT TO COMMIT MURDER,0,0,0,61,2,63,91,0,91,6,0,6,158,2,160
ANDHRA PRADESH,2009,C.H. NOT AMOUNTING TO MURDER,0,0,0,49,5,54,43,3,46,3,1,4,95,9,104
ANDHRA PRADESH,2009,RAPE,0,0,0,58,2,60,84,1,85,11,0,11,153,3,156
ANDHRA PRADESH,2009,KIDNAPPING AND ABDUCTION,0,0,0,38,0,38,27,5,32,1,2,3,66,7,73
ANDHRA PRADESH,2009,DACOITY,0,0,0,55,3,58,67,1,68,2,0,2,124,4,128
ANDHRA PRADESH,2009,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,1,0,1,8,0,8,0,0,0,9,0,9
ANDHRA PRADESH,2009,ROBBERY,0,0,0,53,3,56,53,0,53,7,0,7,113,3,116
ANDHRA PRADESH,2009,BURGLARY,0,0,0,21,0,21,15,0,15,4,0,4,40,0,40
ANDHRA PRADESH,2009,THEFTS,0,0,0,217,4,221,158,4,162,9,0,9,384,8,392
ANDHRA PRADESH,2009,EXTORTION,0,0,0,7,0,7,6,0,6,1,0,1,14,0,14
ANDHRA PRADESH,2009,RIOTS,0,0,0,8,0,8,5,0,5,1,0,1,14,0,14
ANDHRA PRADESH,2009,ARSON,0,0,0,2,0,2,4,0,4,1,0,1,7,0,7
ANDHRA PRADESH,2009,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,4,0,4,2,0,2,6,0,6
ANDHRA PRADESH,2009,CHEATING,0,0,0,14,0,14,13,0,13,7,1,8,34,1,35
ANDHRA PRADESH,2009,COUNTER FEITING,0,0,0,32,0,32,21,0,21,1,0,1,54,0,54
ANDHRA PRADESH,2009,DOWRY DEATHS,0,0,0,24,2,26,51,8,59,11,0,11,86,10,96
ANDHRA PRADESH,2009,MOLESTATION,0,0,0,19,0,19,14,0,14,5,0,5,38,0,38
ANDHRA PRADESH,2009,EVE-TEASING,0,0,0,4,0,4,3,0,3,0,0,0,7,0,7
ANDHRA PRADESH,2009,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,40,2,42,70,3,73,4,2,6,114,7,121
ANDHRA PRADESH,2009,OTHER IPC CRIMES,0,0,0,61,0,61,40,8,48,19,1,20,120,9,129
ANDHRA PRADESH,2009,TOTAL IPC,0,0,0,1549,75,1624,2192,88,2280,294,25,319,4035,188,4223
ANDHRA PRADESH,2010,MURDER,0,0,0,939,40,979,1565,68,1633,270,40,310,2774,148,2922
ANDHRA PRADESH,2010,ATTEMPT TO COMMIT MURDER,0,0,0,86,2,88,48,1,49,11,0,11,145,3,148
ANDHRA PRADESH,2010,C.H. NOT AMOUNTING TO MURDER,0,0,0,40,2,42,67,4,71,17,1,18,124,7,131
ANDHRA PRADESH,2010,RAPE,0,0,0,68,1,69,54,1,55,5,0,5,127,2,129
ANDHRA PRADESH,2010,KIDNAPPING AND ABDUCTION,0,0,0,59,0,59,22,1,23,3,0,3,84,1,85
ANDHRA PRADESH,2010,DACOITY,0,0,0,56,2,58,42,4,46,3,0,3,101,6,107
ANDHRA PRADESH,2010,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,18,0,18,6,0,6,3,0,3,27,0,27
ANDHRA PRADESH,2010,ROBBERY,0,0,0,40,0,40,21,0,21,0,0,0,61,0,61
ANDHRA PRADESH,2010,BURGLARY,0,0,0,42,0,42,23,1,24,5,0,5,70,1,71
ANDHRA PRADESH,2010,THEFTS,0,0,0,177,9,186,110,9,119,7,0,7,294,18,312
ANDHRA PRADESH,2010,EXTORTION,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5
ANDHRA PRADESH,2010,RIOTS,0,0,0,4,0,4,8,0,8,2,0,2,14,0,14
ANDHRA PRADESH,2010,ARSON,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
ANDHRA PRADESH,2010,CRIMINAL BREACH OF TRUST,0,0,0,2,0,2,1,0,1,0,0,0,3,0,3
ANDHRA PRADESH,2010,CHEATING,0,0,0,18,0,18,7,3,10,2,1,3,27,4,31
ANDHRA PRADESH,2010,COUNTER FEITING,0,0,0,6,0,6,11,0,11,0,0,0,17,0,17
ANDHRA PRADESH,2010,DOWRY DEATHS,0,0,0,20,0,20,16,6,22,2,12,14,38,18,56
ANDHRA PRADESH,2010,MOLESTATION,0,0,0,27,0,27,20,2,22,2,0,2,49,2,51
ANDHRA PRADESH,2010,EVE-TEASING,0,0,0,4,0,4,5,0,5,0,0,0,9,0,9
ANDHRA PRADESH,2010,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,50,1,51,58,0,58,3,1,4,111,2,113
ANDHRA PRADESH,2010,OTHER IPC CRIMES,0,0,0,90,1,91,111,6,117,22,0,22,223,7,230
ANDHRA PRADESH,2010,TOTAL IPC,0,0,0,1752,58,1810,2195,106,2301,357,55,412,4304,219,4523
ANDHRA PRADESH,2011,MURDER,0,0,0,833,19,852,1575,105,1680,428,39,467,2836,163,2999
ANDHRA PRADESH,2011,ATTEMPT TO COMMIT MURDER,0,0,0,57,0,57,51,9,60,19,8,27,127,17,144
ANDHRA PRADESH,2011,C.H. NOT AMOUNTING TO MURDER,0,0,0,32,3,35,59,4,63,14,3,17,105,10,115
ANDHRA PRADESH,2011,RAPE,0,0,0,45,0,45,43,2,45,16,0,16,104,2,106
ANDHRA PRADESH,2011,KIDNAPPING AND ABDUCTION,0,0,0,17,1,18,13,4,17,1,0,1,31,5,36
ANDHRA PRADESH,2011,DACOITY,0,0,0,41,3,44,45,2,47,8,0,8,94,5,99
ANDHRA PRADESH,2011,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,4,1,5,2,0,2,0,0,0,6,1,7
ANDHRA PRADESH,2011,ROBBERY,0,0,0,34,1,35,17,0,17,10,0,10,61,1,62
ANDHRA PRADESH,2011,BURGLARY,0,0,0,26,0,26,12,0,12,9,0,9,47,0,47
ANDHRA PRADESH,2011,THEFTS,0,0,0,230,8,238,162,6,168,42,0,42,434,14,448
ANDHRA PRADESH,2011,EXTORTION,0,0,0,4,0,4,6,0,6,4,0,4,14,0,14
ANDHRA PRADESH,2011,RIOTS,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
ANDHRA PRADESH,2011,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2011,CRIMINAL BREACH OF TRUST,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4
ANDHRA PRADESH,2011,CHEATING,0,0,0,15,1,16,16,1,17,7,1,8,38,3,41
ANDHRA PRADESH,2011,COUNTER FEITING,0,0,0,1,0,1,2,0,2,0,0,0,3,0,3
ANDHRA PRADESH,2011,DOWRY DEATHS,0,0,0,13,0,13,32,10,42,12,15,27,57,25,82
ANDHRA PRADESH,2011,MOLESTATION,0,0,0,7,0,7,4,0,4,1,0,1,12,0,12
ANDHRA PRADESH,2011,EVE-TEASING,0,0,0,1,0,1,2,0,2,0,0,0,3,0,3
ANDHRA PRADESH,2011,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,28,1,29,27,0,27,14,0,14,69,1,70
ANDHRA PRADESH,2011,OTHER IPC CRIMES,0,0,0,31,2,33,87,1,88,23,0,23,141,3,144
ANDHRA PRADESH,2011,TOTAL IPC,0,0,0,1423,40,1463,2156,144,2300,608,66,674,4187,250,4437
ANDHRA PRADESH,2012,MURDER,0,0,0,851,28,879,1662,99,1761,423,0,423,2936,127,3063
ANDHRA PRADESH,2012,ATTEMPT TO COMMIT MURDER,0,0,0,28,0,28,38,2,40,11,0,11,77,2,79
ANDHRA PRADESH,2012,C.H. NOT AMOUNTING TO MURDER,0,0,0,42,0,42,67,10,77,11,0,11,120,10,130
ANDHRA PRADESH,2012,RAPE,0,0,0,76,0,76,73,2,75,19,0,19,168,2,170
ANDHRA PRADESH,2012,KIDNAPPING AND ABDUCTION,0,0,0,16,0,16,16,3,19,5,0,5,37,3,40
ANDHRA PRADESH,2012,DACOITY,0,0,0,50,2,52,37,1,38,2,0,2,89,3,92
ANDHRA PRADESH,2012,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,1,0,1,0,1,1,0,0,0,1,1,2
ANDHRA PRADESH,2012,ROBBERY,0,0,0,29,0,29,20,3,23,6,0,6,55,3,58
ANDHRA PRADESH,2012,BURGLARY,0,0,0,36,0,36,8,0,8,3,52,55,47,52,99
ANDHRA PRADESH,2012,THEFTS,0,0,0,173,1,174,84,8,92,19,0,19,276,9,285
ANDHRA PRADESH,2012,EXTORTION,0,0,0,12,0,12,6,0,6,0,0,0,18,0,18
ANDHRA PRADESH,2012,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2012,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2012,CRIMINAL BREACH OF TRUST,0,0,0,6,0,6,6,2,8,2,0,2,14,2,16
ANDHRA PRADESH,2012,CHEATING,0,0,0,12,0,12,11,2,13,3,0,3,26,2,28
ANDHRA PRADESH,2012,COUNTER FEITING,0,0,0,3,0,3,8,0,8,2,0,2,13,0,13
ANDHRA PRADESH,2012,DOWRY DEATHS,0,0,0,29,0,29,35,16,51,7,3,10,71,19,90
ANDHRA PRADESH,2012,MOLESTATION,0,0,0,5,0,5,20,1,21,5,0,5,30,1,31
ANDHRA PRADESH,2012,EVE-TEASING,0,0,0,4,0,4,2,0,2,0,0,0,6,0,6
ANDHRA PRADESH,2012,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,24,0,24,23,3,26,5,0,5,52,3,55
ANDHRA PRADESH,2012,OTHER IPC CRIMES,0,0,0,43,0,43,72,0,72,18,0,18,133,0,133
ANDHRA PRADESH,2012,TOTAL IPC,0,0,0,1440,31,1471,2188,153,2341,541,55,596,4169,239,4408
ARUNACHAL PRADESH,2009,MURDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,ATTEMPT TO COMMIT MURDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,C.H. NOT AMOUNTING TO MURDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,RAPE,0,0,0,1,0,1,0,0,0,1,0,1,2,0,2
ARUNACHAL PRADESH,2009,KIDNAPPING AND ABDUCTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,ROBBERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,BURGLARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,THEFTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,CHEATING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,OTHER IPC CRIMES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,TOTAL IPC,0,0,0,1,0,1,0,0,0,1,0,1,2,0,2
ARUNACHAL PRADESH,2010,MURDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,ATTEMPT TO COMMIT MURDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,C.H. NOT AMOUNTING TO MURDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,RAPE,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
ARUNACHAL PRADESH,2010,KIDNAPPING AND ABDUCTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,ROBBERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,BURGLARY,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
ARUNACHAL PRADESH,2010,THEFTS,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
ARUNACHAL PRADESH,2010,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,CHEATING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,OTHER IPC CRIMES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,TOTAL IPC,0,0,0,3,0,3,0,0,0,1,0,1,4,0,4
ARUNACHAL PRADESH,2011,MURDER,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
ARUNACHAL PRADESH,2011,ATTEMPT TO COMMIT MURDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,C.H. NOT AMOUNTING TO MURDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,RAPE,0,0,0,1,0,1,1,0,1,1,0,1,3,0,3
ARUNACHAL PRADESH,2011,KIDNAPPING AND ABDUCTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,ROBBERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,BURGLARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,THEFTS,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
ARUNACHAL PRADESH,2011,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,CHEATING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,OTHER IPC CRIMES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,TOTAL IPC,0,0,0,2,0,2,2,0,2,1,0,1,5,0,5
ARUNACHAL PRADESH,2012,MURDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,ATTEMPT TO COMMIT MURDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,C.H. NOT AMOUNTING TO MURDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,RAPE,0,0,0,3,0,3,1,0,1,0,0,0,4,0,4
ARUNACHAL PRADESH,2012,KIDNAPPING AND ABDUCTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,ROBBERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,BURGLARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,THEFTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,CHEATING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,OTHER IPC CRIMES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,TOTAL IPC,0,0,0,3,0,3,1,0,1,0,0,0,4,0,4
ASSAM,2001,MURDER,6,0,6,271,10,281,1108,23,1131,207,0,207,1592,33,1625
ASSAM,2001,ATTEMPT TO COMMIT MURDER,1,0,1,25,2,27,14,0,14,3,0,3,43,2,45
ASSAM,2001,C.H. NOT AMOUNTING TO MURDER,0,0,0,50,1,51,114,2,116,12,0,12,176,3,179
ASSAM,2001,RAPE,1,0,1,62,0,62,71,0,71,5,0,5,139,0,139
ASSAM,2001,KIDNAPPING AND ABDUCTION,0,0,0,7,1,8,14,0,14,0,0,0,21,1,22
ASSAM,2001,DACOITY,0,0,0,16,0,16,22,2,24,5,0,5,43,2,45
ASSAM,2001,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,1,0,1,2,0,2,0,0,0,3,0,3
ASSAM,2001,ROBBERY,0,0,0,9,2,11,12,0,12,0,0,0,21,2,23
ASSAM,2001,BURGLARY,0,0,0,10,0,10,10,0,10,0,0,0,20,0,20
ASSAM,2001,THEFTS,1,0,1,32,0,32,57,1,58,2,0,2,92,1,93
ASSAM,2001,EXTORTION,0,0,0,3,0,3,6,0,6,0,0,0,9,0,9
ASSAM,2001,RIOTS,0,0,0,2,0,2,6,0,6,0,0,0,8,0,8
ASSAM,2001,ARSON,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
ASSAM,2001,CRIMINAL BREACH OF TRUST,0,0,0,2,0,2,2,0,2,1,0,1,5,0,5
ASSAM,2001,CHEATING,0,0,0,1,0,1,4,0,4,0,0,0,5,0,5
ASSAM,2001,COUNTER FEITING,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
ASSAM,2001,DOWRY DEATHS,0,0,0,2,0,2,4,0,4,1,0,1,7,0,7
ASSAM,2001,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2001,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2001,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,5,0,5,2,0,2,1,0,1,8,0,8
ASSAM,2001,OTHER IPC CRIMES,0,0,0,33,0,33,52,1,53,11,0,11,96,1,97
ASSAM,2001,TOTAL IPC,9,0,9,532,16,548,1501,29,1530,248,0,248,2290,45,2335
ASSAM,2002,MURDER,0,0,0,488,5,493,1046,34,1080,179,1,180,1713,40,1753
ASSAM,2002,ATTEMPT TO COMMIT MURDER,3,0,3,44,2,46,29,3,32,7,0,7,83,5,88
ASSAM,2002,C.H. NOT AMOUNTING TO MURDER,3,0,3,80,0,80,93,6,99,19,0,19,195,6,201
ASSAM,2002,RAPE,2,0,2,77,0,77,92,0,92,5,0,5,176,0,176
ASSAM,2002,KIDNAPPING AND ABDUCTION,0,0,0,14,0,14,24,0,24,2,0,2,40,0,40
ASSAM,2002,DACOITY,0,0,0,27,0,27,51,0,51,9,0,9,87,0,87
ASSAM,2002,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
ASSAM,2002,ROBBERY,0,0,0,11,0,11,14,0,14,2,0,2,27,0,27
ASSAM,2002,BURGLARY,5,0,5,7,0,7,7,0,7,2,0,2,21,0,21
ASSAM,2002,THEFTS,14,0,14,42,0,42,62,0,62,5,0,5,123,0,123
ASSAM,2002,EXTORTION,0,0,0,4,0,4,23,1,24,7,0,7,34,1,35
ASSAM,2002,RIOTS,0,0,0,3,0,3,4,0,4,0,0,0,7,0,7
ASSAM,2002,ARSON,0,0,0,3,0,3,10,0,10,0,0,0,13,0,13
ASSAM,2002,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2002,CHEATING,0,0,0,2,0,2,3,0,3,0,0,0,5,0,5
ASSAM,2002,COUNTER FEITING,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
ASSAM,2002,DOWRY DEATHS,0,0,0,7,0,7,13,0,13,8,1,9,28,1,29
ASSAM,2002,MOLESTATION,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
ASSAM,2002,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2002,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,1,0,1,18,0,18,0,0,0,19,0,19
ASSAM,2002,OTHER IPC CRIMES,0,0,0,14,0,14,21,0,21,3,0,3,38,0,38
ASSAM,2002,TOTAL IPC,27,0,27,826,7,833,1515,44,1559,248,2,250,2616,53,2669
